Iter 1, Loss = 1.087855, Training Accuracy = 0.42969, Validation Accuracy = 0.48529
Iter 931, Loss = 0.621427, Training Accuracy = 0.67969, Validation Accuracy = 0.66912
Iter 932, Loss = 0.610738, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 933, Loss = 0.619666, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 934, Loss = 0.630067, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 935, Loss = 0.642170, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 936, Loss = 0.613104, Training Accuracy = 0.72656, Validation Accuracy = 0.68015
Iter 937, Loss = 0.596615, Training Accuracy = 0.67969, Validation Accuracy = 0.66544
Iter 938, Loss = 0.637184, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 939, Loss = 0.630035, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 940, Loss = 0.621339, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 941, Loss = 0.629493, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 942, Loss = 0.647541, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 943, Loss = 0.627663, Training Accuracy = 0.72656, Validation Accuracy = 0.67279
Iter 944, Loss = 0.634172, Training Accuracy = 0.73438, Validation Accuracy = 0.66912
Iter 945, Loss = 0.620376, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 946, Loss = 0.628130, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 947, Loss = 0.628373, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 948, Loss = 0.612805, Training Accuracy = 0.72656, Validation Accuracy = 0.66912
Iter 949, Loss = 0.632412, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 950, Loss = 0.620140, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 951, Loss = 0.622080, Training Accuracy = 0.71875, Validation Accuracy = 0.66912
Iter 952, Loss = 0.594349, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 953, Loss = 0.610487, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 954, Loss = 0.616423, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 955, Loss = 0.621473, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 956, Loss = 0.620788, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 957, Loss = 0.615719, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 958, Loss = 0.642405, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 959, Loss = 0.619435, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 960, Loss = 0.606367, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 961, Loss = 0.624068, Training Accuracy = 0.72656, Validation Accuracy = 0.67279
Iter 962, Loss = 0.621910, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 963, Loss = 0.628807, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 964, Loss = 0.623988, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 965, Loss = 0.603504, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 966, Loss = 0.611815, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 967, Loss = 0.616343, Training Accuracy = 0.73438, Validation Accuracy = 0.67279
Iter 968, Loss = 0.629289, Training Accuracy = 0.67969, Validation Accuracy = 0.66912
Iter 969, Loss = 0.630071, Training Accuracy = 0.72656, Validation Accuracy = 0.67279
Iter 970, Loss = 0.604942, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 971, Loss = 0.612761, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 972, Loss = 0.619812, Training Accuracy = 0.73438, Validation Accuracy = 0.67647
Iter 973, Loss = 0.621279, Training Accuracy = 0.73438, Validation Accuracy = 0.66544
Iter 974, Loss = 0.636035, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 975, Loss = 0.611773, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 976, Loss = 0.626898, Training Accuracy = 0.71094, Validation Accuracy = 0.66544
Iter 977, Loss = 0.629902, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 978, Loss = 0.625086, Training Accuracy = 0.72656, Validation Accuracy = 0.67647
Iter 979, Loss = 0.626915, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 980, Loss = 0.622588, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 981, Loss = 0.625123, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 982, Loss = 0.623867, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 983, Loss = 0.615709, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 984, Loss = 0.629849, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 985, Loss = 0.600671, Training Accuracy = 0.71875, Validation Accuracy = 0.66912
Iter 986, Loss = 0.637784, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 987, Loss = 0.621614, Training Accuracy = 0.72656, Validation Accuracy = 0.68015
Iter 988, Loss = 0.623668, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 989, Loss = 0.610681, Training Accuracy = 0.72656, Validation Accuracy = 0.67647
Iter 990, Loss = 0.636730, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 991, Loss = 0.596364, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 992, Loss = 0.645371, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 993, Loss = 0.618988, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 994, Loss = 0.613837, Training Accuracy = 0.71875, Validation Accuracy = 0.67647
Iter 995, Loss = 0.630572, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 996, Loss = 0.591871, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 997, Loss = 0.615727, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 998, Loss = 0.615005, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 999, Loss = 0.626747, Training Accuracy = 0.71875, Validation Accuracy = 0.68015
Iter 1000, Loss = 0.623157, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
job arch1_6s_v3_Adam_LR0_00001_BS128_c3_128filters_xavierInitializer_1000epochs ended at Mon Feb 10 16:07:03 EST 2020
job took 3 minutes 9 seconds
